region_name,Station,longitude,latitude,date,time,Twilight,net,mesh (um),net diamter (m),tow depth (m),bottom depth(m),volume (m3),CTD,Polychaeta,Amphipoda,Cirripedia,Cladocera,Copepoda,Cumacea,Anomura,Brachyura,Caridea,Pleocyemata,Euphausiacea,Isopoda,Mysida,Ostracoda,Bryozoa,Chaetognatha,Anthozoa,Hydromedusa,Siphonophora,Scyphozoa,Ctenophora,Echinodermata,Bivalva,Cephalopoda,Gastropoda,Pteropoda,Nemertea,Phoronida,Pisces,Platyhelminthes,Protozoa,Sipuncula,Appendicularia,Thaliacea,Animalia
Central Strait of Georgia,S4-1.5,-123.667,49.25,2017-05-01,1125,Daylight,Bongo VNH,250,0.5,349,386,68.41,,2.77761,9.09839,0.11226,0,26.56848,0,0.05987,0,3.7398,0,6.25406,0,0,2.6195,0.00851,0.57349,0,2.49804,1.37752,0,0.05116,0,0.00281,0,0.00973,0.23856,0,0,0.69433,0,0,0,0.12162,0,0
Hecate Strait,QCS01,-128.238,51.705,2017-05-03,1000,Daylight,Bongo VNH,250,0.5,121,125,17.89,,0.1431,0,0.57239,0,12.58876,0,0,0.42482,0.28172,0,0.7146,0,0,0,0,14.53684,0,39.20905,0,0,1.90408,0.0601,0,0,0.0093,1.26998,0,0,0.07323,0,0,0,0.78435,0.19228,0
Tidal Mixed,59,-123.247,48.615,2017-05-08,1110,Daylight,SCOR VNH,236,0.56,220,229,50.75,1,4.30817,1.95448,90.9998,0.05044,33.73058,0,0.00981,61.49436,3.25932,0,1.51393,0,0.24213,1.00887,0,7.08855,0,291.45793,1.67665,0,1.63436,0.20177,0,0,0.18361,0,0,0,0.2798,0,0.252215,0,2.11862,0,0
Central Strait of Georgia,GEO1,-123.743,49.246,2017-05-09,1206,Daylight,SCOR VNH,236,0.56,390,400,95.54,11,3.83868,6.92305,0.80385,0,22.25486,0,0.20782,0.12245,2.19688,0,10.34508,0,0,5.35901,0.0209,0.65995,0,6.39649,4.21368,0,0.16311,0,0.01929,0,0.00697,8.03978,0,0,1.91698,0.00082,0.54983,0,0.53858,0,0
Central Strait of Georgia,41,-123.374,49.054,2017-05-09,1421,Daylight,SCOR VNH,236,0.56,235,246,49.17,15,4.36465,3.03478,2.08258,0,27.32374,0,0.04448,0.04271,0.18528,0,9.46286,0,0,10.9335,0.00677,0.35721,0,7.78849,9.75137,0,0.07118,0,0.02811,0,0.05415,7.9398,0,0,1.79257,0,0.14245,0,1.7077,0,0
Central Strait of Georgia,40,-123.61,49.144,2017-05-09,1523,Daylight,SCOR VNH,236,0.56,135,146,30.9,17,4.67885,4.37618,4.97088,0,19.45492,0,0,0.54369,0.2721,0,58.07609,0.14913,0,1.49126,0.01077,1.30525,0,21.17703,16.25371,0,0,0.30488,0.05468,0,0.1077,16.79741,0.41424,0,1.84142,0,2.94673,0,15.30615,0,0
Central Strait of Georgia,S4-1.5,-123.667,49.25,2017-05-09,1036,Daylight,Bongo VNH,250,0.5,326,370,64.07,,0,0.17793,0,0,0.00193,0,0,0,0.04901,0,0.01016,0,0,0,0,0,0,1.04948,0.03122,0,0.16182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Strait of Georgia,S4-1.5,-123.667,49.25,2017-05-09,1036,Daylight,Bongo VNH,250,0.5,326,370,64.07,,0.0219,2.20337,0,0,0.65035,0,0.04495,0.28992,0.28251,0,0.79991,0,0,0,0,0.01639,0,0.40799,0.10472,0,0,0,0,0,0,0.01779,0,0,0,0,0,0,0,0,0
Central Strait of Georgia,S4-1.5,-123.667,49.25,2017-05-09,1036,Daylight,Bongo VNH,250,0.5,326,370,64.07,,0.12736,0.51031,0,0,9.47278,0,0.09789,0.64679,0.0437,0,7.96416,0.00225,0,0.0999,0,0.26221,0,0,0.76454,0,0,0,0,0,0,0.07304,0,0,0.34072,0,0,0,0,0,0
Central Strait of Georgia,S4-1.5,-123.667,49.25,2017-05-09,1036,Daylight,Bongo VNH,250,0.5,326,370,64.07,,0.09515,0.84895,0.00999,0,5.55462,0,0,0,0.0216,0,0.92755,0,0,1.52333,0,0.07124,0,0,0.11712,0,0,0,0,0,0,0.20977,0,0,0.13267,0,0,0,0,0,0
Central Strait of Georgia,S4-1.5,-123.667,49.25,2017-05-09,1036,Daylight,Bongo VNH,250,0.5,326,370,64.07,,0.04683,0.02959,0.07492,0,0.37265,0,0,0,0,0,0.01614,0.00225,0,0.0874,0.00292,0.00137,0,0,0,0,0,0,0.00187,0,0.00167,0.09552,0,0,0,0.00047,0,0,0,0,0
Central Strait of Georgia,CPF1,-124.078,49.365,2017-05-10,954,Daylight,SCOR VNH,236,0.56,230,241,49.62,19,7.2994,16.52448,1.85731,0,17.37763,0.00134,0.47013,5.85194,0.69655,0,8.09029,0,0,1.56066,0.00671,1.04346,0,18.28839,5.99847,0,1.01895,0.10757,0.02167,0,0.04024,6.84119,0,0,0.32003,0,1.05867,0,1.81088,0,0.00413
Northern Strait of Georgia,22,-124.274,49.67,2017-05-10,1250,Daylight,SCOR VNH,236,0.56,343,353,77.16,23,1.41346,11.48587,0.53084,0,18.92122,0,0.00968,4.22888,1.20626,0,5.26947,0,0,2.44115,0.01294,0.59958,0,17.3484,3.64476,0,0.31302,0.05574,0.00398,0,0.01122,2.32659,0,0,0.57025,0.03235,0.3404,0,1.60912,0,0
Northern Strait of Georgia,11,-124.724,49.706,2017-05-11,1249,Daylight,SCOR VNH,236,0.56,280,290,64.6,29,5.36441,9.87182,1.34736,0,35.81234,0,0.72223,7.9767,1.6852,0,91.11047,0.07133,0,5.38948,0.0103,2.23802,0,23.30142,13.15487,0,0.05418,0.06658,0.03329,0,0.07212,12.13622,0,0,1.17369,0,0,0,1.25623,0,0.00634
Baynes Sound,BS-11,-124.768,49.484,2017-05-11,1404,Daylight,SCOR VNH,236,0.56,50,60,11.13,31,5.84456,8.19407,17.25067,0,28.37501,0,0.75634,1.39443,4.38689,0,26.11752,0,0,2.30009,0,14.72345,0,66.46003,23.48248,0,0,0,0,0,0.0598,8.13478,0,0,2.17611,0.89704,9.91155,0,7.8203,0,0
Southern Strait of Georgia,46,-123.178,48.855,2017-05-12,1129,Daylight,SCOR VNH,236,0.56,163,176,36.07,35,1.45905,3.79462,7.73607,0.00887,15.09005,0,0.06063,5.31744,1.196,0,12.66282,0,0,0.70973,0.00923,3.37277,0,20.10951,6.24214,0,0.14416,0.27254,0.04471,0,0.10681,10.74576,0,0,0.88023,0,0.41264,0,2.10707,0,0.02271
Northern Strait of Georgia,IS-4,-124.155,49.575,2017-05-14,1000,Daylight,Ring VNH,250,0.5,150,420,25.95,,1.64537,3.59228,4.68593,0.01233,15.50682,0,0.63098,18.95028,0.19422,0,3.32825,0,0,1.23314,0.01603,0.77503,0,10.80748,17.47196,0,0.19977,0,0.00296,0,0.02762,3.82274,0,0,0.44123,0,0,0,2.15554,0,0
Northern Strait of Georgia,IS-3,-124.287,49.655,2017-05-14,1130,Daylight,Ring VNH,250,0.5,149,315,25.3,,0.77913,6.91985,2.68142,0.0253,11.24077,0,0.11526,1.6917,0.19921,0,7.34515,0,0,0.03162,0.01644,1.61582,0,19.53883,8.88212,0,0,0,0.02277,0,0.03289,4.69487,0,0,1.13993,0,0,0,3.16458,0,0
Nearshore-North East,IS-2,-124.083,49.637,2017-05-14,1330,Daylight,Ring VNH,250,0.5,28,28,4.71,,0.81528,1.50574,24.05096,0.84925,11.80638,0,0,0.44586,0.29002,0,2.24841,0,0,0,0.00883,0.59533,0,177.05137,8.41657,0,3.73333,0.18208,0.00815,0,0.18752,0.57749,0,0.20382,0,0,0.13941,0,7.92866,0.12229,0
BC Inlets,PRUTH,-128.091,51.655,2017-05-18,1005,Daylight,Bongo VNH,250,0.5,57,75,9.37,,0,0,3.65421,0.03415,6.36237,0.00708,0,0,0.03458,0,0.22198,0,0,0,0.00222,0.46745,0,22.73959,0,0,0,0.02869,0,0,0.05738,0,0,0.05123,0,0,0,0,1.0254,0,0
Central Strait of Georgia,GEO1,-123.753,49.257,2017-05-21,1255,Daylight,SCOR VNH,236,0.56,392,405,84.07,1,2.74843,7.22366,0.48721,0.00761,15.93143,0,0.01185,2.22949,0.8619,0,6.15524,0,0,1.51113,0.00198,0.68324,0,4.33233,1.73371,0,0.01494,0,0.01736,0,0.00396,3.20852,0,0,0.04864,0,0.23953,0,0.45677,0,0
Northern Strait of Georgia,IS-4,-124.155,49.575,2017-05-21,1000,Daylight,Ring VNH,250,0.5,149,420,23.36,,0.58715,12.106,2.13698,0.13698,14.93254,0,0.01066,7.10703,0.06301,0,6.01524,0,0,1.31507,0,0.15891,0,16.18767,11.47003,0,0.43014,0,0.00822,0,0.01534,4.86216,0,0,0.20121,0,0.03748,0,5.38356,0.04932,0
Northern Strait of Georgia,IS-3,-124.287,49.655,2017-05-21,1401,Daylight,Ring VNH,250,0.5,150,315,25.42,,1.31769,1.55547,1.3092,0.02518,15.33934,0,0.0098,1.59323,0.22997,0,0.26051,0,0,0.2801,0.00327,0.39055,0,14.90613,5.78002,0,0.19764,0,0.00755,0,0.00655,2.04563,0,0,0,0,0.01722,0,3.5676,0,0
Nearshore-North East,IS-2,-124.083,49.637,2017-05-21,1553,Daylight,Ring VNH,250,0.5,32,32,5.62,,0.25054,0.38434,23.91459,1.90748,19.28455,0,0,0,0.1121,0,1.17795,0,0,0.45552,0.02961,0.06263,0,72.57117,9.99929,0,2.73879,0,0.01025,0,0.0911,2.41993,0,0.17082,0.77759,0,0.66209,0,3.32242,0,0
Northern Strait of Georgia,11,-124.725,49.707,2017-05-22,1118,Daylight,SCOR VNH,236,0.56,290,289,60.71,10,4.67948,4.2192,0.88553,0,28.18718,0,0.19213,2.32614,4.16702,0,6.766,0,0,1.95026,0.00274,1.31246,0,9.73325,4.01112,0,0.08539,0.03542,0.00127,0,0.01096,2.08203,0,0,0.31709,0,0.01442,0,0.91926,0,0
Northern Strait of Georgia,22,-124.271,49.666,2017-05-22,1433,Daylight,SCOR VNH,236,0.56,245,255,51.85,12,2.74878,8.23518,1.18496,0,19.18208,0,0.1049,3.38322,0.29439,0,12.27556,0,0,3.71534,0,0.35117,0,13.27021,1.9833,0,1.50226,0,0.01481,0,0.02567,4.85091,0,0.07406,0.03472,0,0.7092,0,2.17735,0,0
Tidal Mixed,59,-123.247,48.606,2017-05-24,1111,Daylight,Bongo VNH,236,0.56,152,225,66.38,2,2.26529,6.10605,32.24103,0.05785,14.80907,0,0.06002,10.71575,1.46175,0,16.86024,0.00301,4.12172,0,0,7.29569,0.06026,52.32374,1.39078,0,0.38084,0.07713,0.00231,0,0.07173,0.32781,0,0,0.3819,0,0,0,5.16782,0,0
Southern Vancouver Island Shelf (Station C),E1,-125.063,48.53,2017-05-25,8,Night,Bongo VNH,236,0.56,108,118,28.99,9,2.07395,0.86651,6.04898,0.04416,36.22666,0.27458,0.57882,5.6316,1.73854,0,1.33397,0,0,0,0,6.37212,0,12.06692,0,0,0.6932,0.11127,0,0,0,0,0,0,0.75612,0,0,0,1.20096,0.01104,0
Southern Vancouver Island Shelf (Station C),C1,-125.256,48.484,2017-05-25,306,Night,Bongo VNH,236,0.56,141,151,56.98,12,0.25609,0.29484,2.83047,0,28.35684,0.03492,0.06912,0.00256,0.8431,0,33.51734,0,0,0,0,1.74798,0,0.53352,0.79888,0,0.17634,0,0,0,0,0.38189,0,0,0.34731,0,0,0,0.33247,1.05546,0
Southern Vancouver Island Shelf (Station C),C2,-125.155,48.437,2017-05-25,421,Daylight,Bongo VNH,236,0.56,149,159,59.91,14,0,1.32198,0.64096,0,25.86546,0,0.0665,0.14996,0.25238,0,45.65969,0,0,0,0,7.02212,0,4.07362,0.26707,0,1.02768,0.02137,0,0,0.01666,0,0,0,1.0119,0,0,0,0.1784,0,0
Southern Vancouver Island Shelf (Station C),C3,-125.346,48.393,2017-05-25,549,Daylight,Bongo VNH,236,0.56,111,121,39.51,16,1.56345,1.15414,1.68464,0,13.52915,0,0.2123,0.24885,4.04834,0,0.96947,0.02916,0,0,0.00211,3.55495,0.01012,44.42521,0.2449,0,0.37014,0.21122,0,0,0.00842,0.13769,0,0,0.02362,0.0486,0,0,0.43251,0.0162,0
Southern Vancouver Island Shelf (Station C),LB07,-125.371,48.478,2017-05-25,651,Daylight,Bongo VNH,236,0.56,142,152,43.45,18,1.42655,2.09896,1.2962,0,37.44535,0,0.1142,0.44188,2.40046,0,7.84094,0,0,0,0,10.00948,0,55.82969,0.89077,0,3.75898,0.25688,0,0.02762,0.01532,0.50081,0,0,0.27733,0,0,0,1.47149,0.02946,0
Southern Vancouver Island Shelf (Stations B and D),B8,-125.517,48.577,2017-05-25,803,Daylight,Bongo VNH,236,0.56,100,110,32.09,20,0.88551,0.52353,7.97757,0,27.93875,0,0.04516,0.78778,3.33811,0,2.96615,0,0,0,0,12.22959,0.09972,4.3699,0.14709,0,0.31312,0.05983,0,0,0,0.67809,0,0.05983,1.30694,0.05983,0,0,3.199,0.09972,0
Southern Vancouver Island Shelf (Stations B and D),B7,-125.592,48.534,2017-05-25,914,Daylight,Bongo VNH,236,0.56,70,80,22.59,22,3.46206,1.0093,6.23284,0.0425,16.86258,0,0.10412,7.64144,1.12794,0,1.23383,0,0,0,0.00368,10.31571,0,9.15096,0.54396,0,0.6672,0.52356,0,0,0.02946,0.48163,0,0,0.71018,0,0.09689,0.22665,9.41585,0.02833,0
Southern Vancouver Island Shelf (Stations B and D),LB11,-125.794,48.255,2017-05-25,1511,Daylight,Bongo VNH,236,0.56,190,203,67.08,29,0.50399,3.84973,0.18127,0,4.29752,0,0,0,1.17293,0,0.40142,0,0,0.03816,0,4.35299,0,16.56933,0.31449,0,6.02672,0.01035,0,0,0,0.16219,0,0,0.29964,0,0.00795,0,0.18604,7.7573,0
Southern Vancouver Island Offshore,LC12,-126.672,48.25,2017-05-26,453,Daylight,Bongo VNH,236,0.56,246,2713,41.32,38,1.29758,4.96196,0.18587,0,21.40172,0,0,0.4453,1.19361,0,11.78974,0,0,0.84971,0,16.79621,0,5.11085,1.74211,0.0455,0.37754,0,0,0,0,1.90126,0,0,0.34244,0,0.494685,0,0.14714,3.35867,0
Southern Vancouver Island Shelf (Stations B and D),A3,-126.228,48.431,2017-05-26,1208,Daylight,Bongo VNH,236,0.56,250,613,69.8,43,0.18029,1.43449,0.24757,0,8.70141,0,0,0.12607,0,0,0.30281,0,0,0.09169,0,5.12183,0,7.84871,0.02934,0,4.60057,0.03851,0,0,0.00119,0.75645,0,0,0.02579,0,0.073475,0,0.03209,1.07021,0
Southern Vancouver Island Shelf (Stations B and D),A2,-126.064,48.378,2017-05-26,1413,Daylight,Bongo VNH,236,0.56,250,352,60.25,46,0.02921,0.20192,0.12746,0,5.17675,0,0,0.07652,0.01079,0,2.47871,0,0,0.06639,0,3.5301,0,2.26174,0.67651,0,2.24665,0.00892,0,0,0.00138,1.17577,0,0,0.08299,0,0,0,0.03558,0.08548,0
Southern Vancouver Island Shelf (Stations B and D),A1,-126.118,48.491,2017-05-26,1547,Daylight,Bongo VNH,236,0.56,190,199,55.45,48,0.01051,0.50196,0.20559,0,7.26312,0,0,0,0.66276,0,2.73804,0,0,0.10388,0,1.33773,0,2.03788,0.37439,0.00505,2.09832,0.03878,0,0,0.003,2.34518,0,0,0.00144,0,0.00115,0,0.15235,1.44887,0
Southern Vancouver Island Shelf (Stations B and D),B6,-125.899,48.608,2017-05-26,1756,Daylight,Bongo VNH,236,0.56,80,92,32.41,51,14.14057,5.27245,16.74545,0,22.90709,0.01637,0.00768,5.85251,0.23549,0,2.01419,0,0,0.31595,0,6.64931,0,108.52449,1.44449,0,15.65739,0.3981,0.01896,0,0.08215,1.91299,0.19747,0,0.74792,0,0.1891,0.15798,1.57976,1.77723,0
Southern Vancouver Island Shelf (Stations B and D),B5,-125.789,48.665,2017-05-26,1905,Daylight,Bongo VNH,236,0.56,56,63,15.72,53,26.36947,15.38931,29.80153,0.04071,34.98825,0,0.25344,1.13995,1.92366,0,12.08957,0,0,0,0,39.16336,0,87.16666,0.46164,0,25.00662,1.80112,0,0,0.08468,7.61323,0,0.73282,0.53308,0.24427,0.36478,0,4.8855,2.39185,0
Southern Vancouver Island Shelf (Stations B and D),LC04,-125.681,48.724,2017-05-26,2031,Daylight,Bongo VNH,236,0.56,158,165,52.52,55,2.92126,2.05293,1.60853,0,25.23488,0.00617,0.71538,3.78942,2.58434,0,8.67579,0,0.03656,0.06093,0,25.02917,0,52.13743,1.71028,0,2.7927,0.62196,0.00146,0,0.01901,2.34539,0,0,2.59975,0,0,0,1.75537,0.46306,0
Southern Vancouver Island Shelf (Stations B and D),LG02,-126.637,49.312,2017-05-27,517,Daylight,Bongo VNH,236,0.56,83,98,21.63,61,1.14156,0.42219,1.98243,0,4.67479,0,0.06269,0.35599,0.35284,0,1.11919,0,0,0,0,3.01247,0,37.07905,0.21711,0,5.72297,0.02959,0.00266,0,0.02308,3.84651,0,0,0.63014,0,0,0,0.48969,0.81553,0
Southern Vancouver Island Shelf (Stations B and D),LG07,-127.119,48.989,2017-05-27,1118,Daylight,Bongo VNH,236,0.56,235,1750,65.71,70,0.66181,0.72304,0.08888,0,10.95845,0,0,0.28915,0,0,0.08547,0,0,0.47361,0,4.35752,0,3.22417,0.59504,0.01704,0.15279,0,0,0,0.00609,0.7839,0,0,0.0592,0,0.01459,0,0.95643,2.55122,0
Northern Vancouver Island Offshore,LBP7,-128.164,49.861,2017-05-28,1018,Daylight,Bongo VNH,236,0.56,235,2199,70.17,79,1.13433,1.12413,3.75773,0.00912,7.51738,0,0,2.22887,0,0,1.05175,0,0,0.0114,0,2.36339,0,5.97806,2.81545,0,3.74063,0.09194,0,0,0.00474,0.3101,0,0.16417,0.20194,0,0.00314,0,1.10087,3.10075,0
Northern Vancouver Island Shelf,LBP5,-128.002,49.998,2017-05-28,1407,Daylight,Bongo VNH,236,0.56,300,1200,77.38,82,0.72365,1.28137,4.33394,0.00827,9.30741,0.02991,0.10909,2.02485,0.57263,0,2.66674,0,0,0.46316,0,1.56236,0,2.91496,0.1282,0,1.16681,0.05558,0.00199,0,0.05161,0.56242,0,0,0.00905,0,0.006005,0,0.20967,0.14474,0
Northern Vancouver Island Shelf,LBP3,-127.915,50.054,2017-05-28,1613,Daylight,Bongo VNH,236,0.56,141,160,33.23,85,3.3666,0.50557,8.1276,0,6.09213,0,0.11989,0.08618,0.15167,0,0.18153,0,0,0,0,8.20945,0,19.66205,4.62233,0,3.02377,0.03467,0.00231,0.09028,0.12596,0.81854,0,0.05778,0.17222,0.15023,0,0,0.25808,2.53747,0
Northern Vancouver Island Shelf,LBP2,-127.902,50.067,2017-05-28,1709,Daylight,Bongo VNH,236,0.56,95,99,23.86,88,9.95674,1.06622,16.14752,0,2.67214,0,0.08349,0.10867,0.6337,0,0.00134,0,0,0,0,16.3601,0.13412,60.36421,0.79128,0,5.21106,0.54612,0.00805,0.10059,0.03487,0.45599,0,0,1.18663,0,0.24141,0,0.5016,1.43504,0
Northern Vancouver Island Shelf,CS02,-129.44,50.681,2017-05-29,1902,Daylight,Bongo VNH,236,0.56,244,1893,59.95,103,0.14957,1.57732,0.12611,0,5.95697,0,0,0.04671,0.66739,0,2.96273,0,0,0.06672,0,2.39733,0.01334,14.94629,0.92778,2.25188,2.16374,0.00897,0,0,0.00971,0.76064,0,0,0.03036,0.0013,0.0395,0,0.01441,0.03203,0
Northern Strait of Georgia,11,-124.725,49.707,2017-06-02,1802,Daylight,Bongo VNH,236,0.56,290,298,50.47,164,5.90554,20.78964,1.11591,0,44.90438,0,0.18853,8.66257,8.07371,0,1.71393,0,0,4.66653,0,2.74651,0,13.15247,3.4638,0,0,0,0.00609,0,0,12.42718,0,0,0.37983,0,0.13878,0,1.06518,0,0
Northern Strait of Georgia,CPF2,-124.501,49.468,2017-06-02,2048,Daylight,Bongo VNH,236,0.56,315,321,62.81,166,4.36778,32.62212,0,0,42.49085,0,0.67136,2.39022,0.23553,0,15.28898,1.5488,0,4.45279,0.0053,2.66149,0,3.17299,5.72848,0,0.05572,0,0.01223,0.08757,0.0106,5.91689,0,0,0.55119,0,0.16727,0,1.72609,0,0
Northern Strait of Georgia,22,-124.273,49.672,2017-06-03,241,Night,Bongo VNH,236,0.56,348,354,68.05,170,1.0625,5.39362,2.3324,0.01881,16.06707,0,0,3.24868,0.49264,0,4.47431,0,0.00661,2.76033,0.00489,0.88478,0,19.11784,3.92146,0,0.23071,0,0.00226,0,0.00978,8.81234,0.1881,0,0.86246,0,0.28305,0,2.56,0,0
Central Strait of Georgia,28,-123.756,49.401,2017-06-03,658,Daylight,Bongo VNH,236,0.56,130,135,21.45,174,2.2318,8.12942,3.46107,0,22.92636,0,0,24.27785,0.24168,0,88.76008,0.10741,0,1.19347,0.00776,1.5918,0,24.13753,19.98769,0,0,0,0.00716,0,0.03103,4.72821,0,0,0.55011,0,0,0,4.61874,0,0
Central Strait of Georgia,GEO1,-123.751,49.252,2017-06-03,1000,Daylight,Bongo VNH,236,0.56,390,400,76.3,177,2.85673,11.89997,2.21441,0,25.29029,0,0.16616,0.54561,2.02005,0,3.81809,0.0302,0,2.88546,0.01745,0.94406,0,6.85964,3.68813,0,0.04587,0,0.02818,0,0.00872,7.50065,0,0,0.02385,0,0,0,0.67439,0,0
Central Strait of Georgia,GEO1,-123.749,49.252,2017-06-03,1042,Daylight,MPS VNH,250,0.5,390,400,26,177,1.70754,9.00292,0.02462,0,29.8666,0,0,0.00808,0.22923,0,0,0,0,1.74769,0,0.16154,0,0.35546,9.06446,0,0.67616,0,0.00037,0,0,0.83077,0,0,0.45077,0,0,0,0.04308,0,0
Central Strait of Georgia,GEO1,-123.749,49.252,2017-06-03,1045,Daylight,MPS VNH,250,0.5,300,400,31,177,1.71252,6.44478,0,0,10.46873,0,0.01161,0,0.04516,0,2.7933,0.01858,0,1.63742,0,0.70013,0,16.24032,5.24206,0,0.1129,0,0.01053,0,0,2.12387,0,0,0,0,0,0,0.09393,0,0
Central Strait of Georgia,GEO1,-123.748,49.252,2017-06-03,1047,Daylight,MPS VNH,250,0.5,200,400,29,177,0.14732,2.77931,0.05517,0,4.71035,0,0.01241,0.66207,0,0,1.51725,0,0,0.05517,0,0.76662,0,3.87379,7.61007,0,0,0,0.00199,0,0.00574,0.80414,0,0,0.35862,0,0,0,0,0,0
Central Strait of Georgia,GEO1,-123.748,49.252,2017-06-03,1749,Daylight,MPS VNH,250,0.5,100,400,14,177,0.04914,0,0.05714,0,1.02921,0,0,0,0.32571,0,0.04643,0,0,0.05714,0,0.48186,0,0.27143,3.33714,0,0,0,0.00034,0,0.00468,0.91714,0,0,0,0,0,0,0.05143,0,0
Central Strait of Georgia,GEO1,-123.748,49.252,2017-06-03,1750,Daylight,MPS VNH,250,0.5,50,400,15,177,3.31093,2.54294,5.376,0.02133,4.15594,0,0.06487,0.828,0.04333,0,0.5456,0,0,0,0.05547,1.82826,0,23.55707,7.83146,0,0,0.14336,0.02048,0,0.02219,5.07733,0,0,0,0,0.15155,0,1.62133,0,0
Central Strait of Georgia,38,-123.442,49.2,2017-06-03,1311,Daylight,Bongo VNH,236,0.56,294,306,51.03,180,4.0644,6.76057,1.40466,0.70233,30.14153,0,0.05714,4.08034,3.57967,0,12.81693,1.90633,0,6.12424,0.01304,1.39948,0.00784,7.60054,9.48682,0,0,0,0.02107,0,0.05217,4.2132,0,0,0.34822,0,0.03431,0,7.9815,0,0
Central Strait of Georgia,41,-123.375,49.051,2017-06-03,1504,Daylight,Bongo VNH,236,0.56,232,245,43.56,182,4.74667,43.50428,5.40679,0.08815,29.07108,0,0.3759,9.76148,1.11295,0,55.05703,0.10579,0,7.87971,0.01528,8.83499,0,8.07094,5.29238,0,0.54169,0,0.03526,0,0.13752,10.76952,0,0,1.31794,0,0,0,3.33224,0,0
Tidal Mixed,HARO59,-123.248,48.603,2017-06-04,2223,Daylight,Bongo VNH,236,0.56,200,218,43.96,1,0,39.90035,8.73522,0.01456,20.48287,0,0.30464,6.67111,2.92835,0,4.95041,0,10.26388,0,0,15.60691,0.29117,221.42886,0.63985,0,1.37143,0,0,0,0.01514,0.2475,0,0,0,0,0.01992,0,0,0,0
Juan de Fuca,JF2,-124.016,48.305,2017-06-05,555,Daylight,Bongo VNH,236,0.56,173,186,35.9,4,0.08691,4.08078,7.98663,0,67.96489,0,0.13908,1.68778,7.29928,0,34.42284,0.12836,1.66017,0.71866,0,9.51131,0.02228,3.73705,0.96624,0,0,0,0,0,0.03708,0,0,0,0.06964,0,0,0,0,0,0
Southern Vancouver Island Shelf (Stations B and D),P02,-125.994,48.6,2017-06-05,1556,Daylight,Bongo VNH,236,0.56,105,115,24.27,9,0.10548,0.55625,0.44829,0,6.54191,0,0,0.20091,0,0,0.21887,0,0,0,0,1.49632,0,1.644,1.5822,0,0.49674,0.0443,0.00079,0,0.00343,0.22415,0,0,0.64771,0,0,0,0.12427,2.59992,0
Southern Strait of Georgia,46,-123.18,48.857,2017-06-05,1019,Daylight,SCOR VNH,236,0.56,166,176,37.33,56,0.78056,4.53395,13.02974,0.03429,16.18562,0,0.00495,3.92605,0.12009,0,1.31283,0.03086,0,0.6172,0.01337,7.29194,0.02143,18.61473,2.09577,0,0.10094,0.05761,0.01234,0,0.07646,3.21618,0,0,0.00429,0,1.07886,0,4.6299,0,0.03292
Central Strait of Georgia,41,-123.372,49.056,2017-06-05,1248,Daylight,SCOR VNH,236,0.56,235,245,52.18,58,4.0181,8.59439,6.2798,0.04906,15.6474,0,0.01397,9.54738,0.81985,0,5.05362,0,0,2.06056,0.01276,4.11376,0,13.78776,18.37663,0,0,0,0.02649,0,0.08929,11.55961,0,0,0.33366,0,0,0,0.27964,0,0.0471
Central Strait of Georgia,GEO1,-123.751,49.25,2017-06-05,1844,Daylight,SCOR VNH,236,0.56,390,400,81.65,66,2.72703,7.45256,0.25083,0,34.1197,0,0,0.24507,0.12002,0,2.50008,0,0,4.42866,0.00815,0.74272,0,5.66699,19.18201,0,0.04287,0,0.0602,0,0.08402,31.19192,0,0,0.70055,0,0.08578,0,1.55199,0,0
Southern Vancouver Island Shelf (Stations B and D),P04,-126.677,48.652,2017-06-06,50,Night,Bongo VNH,236,0.56,250,1326,58.5,16,0.3635,0.43405,0.00769,0,9.33589,0,0,0,0.13761,0,1.83084,0.41573,0,1.92547,0,4.1909,0,0.05897,1.75658,0.00479,0.47754,0,0,0.00769,0,0.66461,0,0,0.27538,0,0.801915,0.04376,0.03665,2.09982,0
Northern Vancouver Island Offshore,P08,-128.668,48.817,2017-06-06,2121,Daylight,Bongo VNH,236,0.56,250,2517,63.74,27,0.24839,0.84838,0,0,6.08219,0,0,0,0.39708,0,1.07418,0.04995,0,0.24662,0.00049,4.1255,0,0.32178,0.11453,0.00157,0,0,0,0.08629,0,0.2984,0,0,0.54895,0,0.059615,0.00502,0.0359,2.64637,0
Central Strait of Georgia,CPF1,-124.083,49.366,2017-06-06,820,Daylight,SCOR VNH,236,0.56,235,240,49.2,69,4.46312,17.30068,4.26667,0.01301,14.14931,0,0.2872,1.19904,0.31117,0,12.28781,1.97724,0,1.98131,0.03044,1.54992,0,13.97688,8.37092,0,0,0.33093,0.02966,0.11179,0.02706,24.88008,0,0.1561,0.08558,0,0.08898,0,5.73659,0,0
Northern Strait of Georgia,11,-124.725,49.706,2017-06-06,1623,Daylight,SCOR VNH,236,0.56,275,290,96.6,75,4.38907,25.21264,2.22608,0.0265,27.52718,0,0.75499,1.4649,0.74213,0,1.7972,0.0954,0,3.18012,0.04134,0.91561,0,8.1245,4.34089,0,0.013,0.17808,0.01272,0,0.04134,4.36377,0,0,0.22836,0,0.14501,0,2.42484,0,0
